0.000000e+00	0.000000e+00	1.349857e-05
2.000000e-02	8.816506e-05	2.691230e-05
4.000000e-02	2.218783e-04	5.259303e-05
6.000000e-02	4.336204e-04	1.007441e-04
8.000000e-02	7.741095e-04	1.891582e-04
1.000000e-01	1.320926e-03	3.481326e-04
1.200000e-01	2.190299e-03	6.280272e-04
1.400000e-01	3.552682e-03	1.110520e-03
1.600000e-01	5.652613e-03	1.924812e-03
1.800000e-01	8.833007e-03	3.270125e-03
2.000000e-01	1.356353e-02	5.445711e-03
2.200000e-01	2.047183e-02	8.889122e-03
2.400000e-01	3.037544e-02	1.422254e-02
2.600000e-01	4.431072e-02	2.230539e-02
2.800000e-01	6.355395e-02	3.428912e-02
3.000000e-01	8.962839e-02	5.166746e-02
3.200000e-01	1.242900e-01	7.631185e-02
3.400000e-01	1.694845e-01	1.104793e-01
3.600000e-01	2.272696e-01	1.567776e-01
3.800000e-01	2.996967e-01	2.180726e-01
4.000000e-01	3.886535e-01	2.973257e-01
4.200000e-01	4.956690e-01	3.973543e-01
4.400000e-01	6.216942e-01	5.205200e-01
4.600000e-01	7.668729e-01	6.683609e-01
4.800000e-01	9.303263e-01	8.411990e-01
5.000000e-01	1.109980e+00	1.037769e+00
5.200000e-01	1.302457e+00	1.254921e+00
5.400000e-01	1.503071e+00	1.487464e+00
5.600000e-01	1.705929e+00	1.728187e+00
5.800000e-01	1.904162e+00	1.968109e+00
6.000000e-01	2.090272e+00	2.196956e+00
6.200000e-01	2.256577e+00	2.403853e+00
6.400000e-01	2.395728e+00	2.578152e+00
6.600000e-01	2.501234e+00	2.710337e+00
6.800000e-01	2.567961e+00	2.792879e+00
7.000000e-01	2.592543e+00	2.820948e+00
7.200000e-01	2.573659e+00	2.792879e+00
7.400000e-01	2.512148e+00	2.710337e+00
7.600000e-01	2.410943e+00	2.578152e+00
7.800000e-01	2.274831e+00	2.403853e+00
8.000000e-01	2.110052e+00	2.196956e+00
8.200000e-01	1.923788e+00	1.968109e+00
8.400000e-01	1.723558e+00	1.728187e+00
8.600000e-01	1.516565e+00	1.487464e+00
8.800000e-01	1.308989e+00	1.254921e+00
9.000000e-01	1.105196e+00	1.037769e+00
9.200000e-01	9.067575e-01	8.411990e-01
9.400000e-01	7.110931e-01	6.683609e-01
9.600000e-01	5.094009e-01	5.205200e-01
9.800000e-01	2.833801e-01	3.973543e-01
1.000000e+00	0.000000e+00	2.973257e-01
