0.000000e+00	0.000000e+00	1.349857e-05
2.000000e-02	1.466405e-05	2.691230e-05
4.000000e-02	3.947436e-05	5.259303e-05
6.000000e-02	8.382989e-05	1.007441e-04
8.000000e-02	1.641840e-04	1.891582e-04
1.000000e-01	3.087104e-04	3.481326e-04
1.200000e-01	5.645379e-04	6.280272e-04
1.400000e-01	1.008609e-03	1.110520e-03
1.600000e-01	1.763421e-03	1.924812e-03
1.800000e-01	3.019031e-03	3.270125e-03
2.000000e-01	5.062599e-03	5.445711e-03
2.200000e-01	8.316352e-03	8.889122e-03
2.400000e-01	1.338389e-02	1.422254e-02
2.600000e-01	2.110328e-02	2.230539e-02
2.800000e-01	3.260311e-02	3.428912e-02
3.000000e-01	4.935490e-02	5.166746e-02
3.200000e-01	7.321201e-02	7.631185e-02
3.400000e-01	1.064221e-01	1.104793e-01
3.600000e-01	1.515979e-01	1.567776e-01
3.800000e-01	2.116313e-01	2.180726e-01
4.000000e-01	2.895362e-01	2.973257e-01
4.200000e-01	3.882143e-01	3.973543e-01
4.400000e-01	5.101452e-01	5.205200e-01
4.600000e-01	6.570155e-01	6.683609e-01
4.800000e-01	8.293183e-01	8.411990e-01
5.000000e-01	1.025967e+00	1.037769e+00
5.200000e-01	1.243978e+00	1.254921e+00
5.400000e-01	1.478285e+00	1.487464e+00
5.600000e-01	1.721740e+00	1.728187e+00
5.800000e-01	1.965335e+00	1.968109e+00
6.000000e-01	2.198665e+00	2.196956e+00
6.200000e-01	2.410612e+00	2.403853e+00
6.400000e-01	2.590192e+00	2.578152e+00
6.600000e-01	2.727481e+00	2.710337e+00
6.800000e-01	2.814516e+00	2.792879e+00
7.000000e-01	2.846052e+00	2.820948e+00
7.200000e-01	2.820089e+00	2.792879e+00
7.400000e-01	2.738073e+00	2.710337e+00
7.600000e-01	2.604766e+00	2.578152e+00
7.800000e-01	2.427787e+00	2.403853e+00
8.000000e-01	2.216881e+00	2.196956e+00
8.200000e-01	1.983023e+00	1.968109e+00
8.400000e-01	1.737431e+00	1.728187e+00
8.600000e-01	1.490615e+00	1.487464e+00
8.800000e-01	1.251489e+00	1.254921e+00
9.000000e-01	1.026541e+00	1.037769e+00
9.200000e-01	8.189312e-01	8.411990e-01
9.400000e-01	6.272008e-01	6.683609e-01
9.600000e-01	4.430106e-01	5.205200e-01
9.800000e-01	2.468563e-01	3.973543e-01
1.000000e+00	0.000000e+00	2.973257e-01
