0.000000e+00	0.000000e+00	8.042880e-156
2.000000e-02	4.184361e-32	1.428109e-145
4.000000e-02	2.623824e-30	1.139398e-135
6.000000e-02	1.518675e-28	4.084643e-126
8.000000e-02	8.124129e-27	6.579565e-117
1.000000e-01	4.013626e-25	4.762167e-108
1.200000e-01	1.829352e-23	1.548733e-99
1.400000e-01	7.682261e-22	2.263147e-91
1.600000e-01	2.967652e-20	1.485981e-83
1.800000e-01	1.052506e-18	4.384080e-76
2.000000e-01	3.419149e-17	5.811764e-69
2.200000e-01	1.014618e-15	3.461799e-62
2.400000e-01	2.741426e-14	9.265315e-56
2.600000e-01	6.718789e-13	1.114251e-49
2.800000e-01	1.486980e-11	6.021021e-44
3.000000e-01	2.956163e-10	1.461914e-38
3.200000e-01	5.246218e-09	1.594916e-33
3.400000e-01	8.249406e-08	7.818404e-29
3.600000e-01	1.139126e-06	1.722118e-24
3.800000e-01	1.366440e-05	1.704402e-20
4.000000e-01	1.405204e-04	7.579591e-17
4.200000e-01	1.218892e-03	1.514551e-13
4.400000e-01	8.741431e-03	1.359835e-10
4.600000e-01	5.058504e-02	5.485967e-08
4.800000e-01	2.296238e-01	9.944536e-06
5.000000e-01	7.949493e-01	8.099911e-04
5.200000e-01	2.066614e+00	2.964424e-02
5.400000e-01	4.097388e+00	4.874891e-01
5.600000e-01	6.372503e+00	3.602084e+00
5.800000e-01	7.997147e+00	1.195934e+01
6.000000e-01	8.297591e+00	1.784124e+01
6.200000e-01	7.261822e+00	1.195934e+01
6.400000e-01	5.448404e+00	3.602084e+00
6.600000e-01	3.551099e+00	4.874891e-01
6.800000e-01	2.032493e+00	2.964424e-02
7.000000e-01	1.030750e+00	8.099911e-04
7.200000e-01	4.666300e-01	9.944536e-06
7.400000e-01	1.897584e-01	5.485967e-08
7.600000e-01	6.968337e-02	1.359835e-10
7.800000e-01	2.321121e-02	1.514551e-13
8.000000e-01	7.039724e-03	7.579591e-17
8.200000e-01	1.950315e-03	1.704402e-20
8.400000e-01	4.949207e-04	1.722118e-24
8.600000e-01	1.153066e-04	7.818404e-29
8.800000e-01	2.471183e-05	1.594916e-33
9.000000e-01	4.879633e-06	1.461914e-38
9.200000e-01	8.889340e-07	6.021021e-44
9.400000e-01	1.495546e-07	1.114251e-49
9.600000e-01	2.325479e-08	9.265315e-56
9.800000e-01	3.337716e-09	3.461799e-62
1.000000e+00	0.000000e+00	5.811764e-69
