0	 0	 0	 10	 
0.1	 0.794693	 0.00530673	 10.0998	 
0.2	 1.58149	 0.0185077	 10.1994	 
0.3	 2.36048	 0.0395244	 10.2987	 
0.4	 3.13172	 0.0682792	 10.3977	 
0.5	 3.8953	 0.104695	 10.4964	 
0.6	 4.6513	 0.148697	 10.5949	 
0.7	 5.39979	 0.200208	 10.6932	 
0.8	 6.14085	 0.259154	 10.7912	 
0.9	 6.87454	 0.325462	 10.8889	 
1	 7.60094	 0.399058	 10.9864	 
1.1	 8.32013	 0.479869	 11.0836	 
1.2	 9.03217	 0.567825	 11.1806	 
1.3	 9.73715	 0.662854	 11.2774	 
1.4	 10.4351	 0.764886	 11.3739	 
1.5	 11.1261	 0.873852	 11.4702	 
1.6	 11.8103	 0.989682	 11.5663	 
1.7	 12.4877	 1.11231	 11.6621	 
1.8	 13.1583	 1.24166	 11.7577	 
1.9	 13.8223	 1.37768	 11.853	 
2	 14.4797	 1.52029	 11.9482	 
2.1	 15.1306	 1.66944	 12.0431	 
2.2	 15.775	 1.82504	 12.1378	 
2.3	 16.4129	 1.98705	 12.2323	 
2.4	 17.0446	 2.1554	 12.3265	 
2.5	 17.67	 2.33002	 12.4206	 
2.6	 18.2891	 2.51086	 12.5144	 
2.7	 18.9022	 2.69784	 12.608	 
2.8	 19.5091	 2.89091	 12.7014	 
2.9	 20.11	 3.09002	 12.7947	 
3	 20.7049	 3.29509	 12.8877	 
3.1	 21.2939	 3.50607	 12.9805	 
3.2	 21.8771	 3.7229	 13.0731	 
3.3	 22.4545	 3.94553	 13.1655	 
3.4	 23.0261	 4.17389	 13.2577	 
3.5	 23.5921	 4.40793	 13.3497	 
3.6	 24.1524	 4.64759	 13.4416	 
3.7	 24.7072	 4.89282	 13.5332	 
3.8	 25.2564	 5.14356	 13.6247	 
3.9	 25.8002	 5.39976	 13.7159	 
4	 26.3386	 5.66135	 13.807	 
4.1	 26.8717	 5.9283	 13.8979	 
4.2	 27.3995	 6.20054	 13.9886	 
4.3	 27.922	 6.47802	 14.0792	 
4.4	 28.4393	 6.7607	 14.1695	 
4.5	 28.9515	 7.04851	 14.2597	 
4.6	 29.4586	 7.34141	 14.3497	 
4.7	 29.9607	 7.63935	 14.4396	 
4.8	 30.4577	 7.94227	 14.5292	 
4.9	 30.9499	 8.25014	 14.6187	 
5	 31.4371	 8.56289	 14.7081	 
5.1	 31.9195	 8.88048	 14.7973	 
5.2	 32.3971	 9.20286	 14.8863	 
5.3	 32.87	 9.52999	 14.9751	 
5.4	 33.3382	 9.86182	 15.0638	 
5.5	 33.8017	 10.1983	 15.1523	 
5.6	 34.2606	 10.5394	 15.2407	 
5.7	 34.715	 10.885	 15.3289	 
5.8	 35.1648	 11.2352	 15.417	 
5.9	 35.6102	 11.5898	 15.5049	 
6	 36.0512	 11.9488	 15.5927	 
6.1	 36.4877	 12.3123	 15.6803	 
6.2	 36.92	 12.68	 15.7677	 
6.3	 37.3479	 13.0521	 15.855	 
6.4	 37.7716	 13.4284	 15.9422	 
6.5	 38.1911	 13.8089	 16.0292	 
6.6	 38.6064	 14.1936	 16.1161	 
6.7	 39.0176	 14.5824	 16.2029	 
6.8	 39.4247	 14.9753	 16.2895	 
6.9	 39.8278	 15.3722	 16.3759	 
7	 40.2268	 15.7732	 16.4623	 
7.1	 40.6219	 16.1781	 16.5485	 
7.2	 41.0131	 16.5869	 16.6345	 
7.3	 41.4004	 16.9996	 16.7205	 
7.4	 41.7838	 17.4162	 16.8063	 
7.5	 42.1634	 17.8366	 16.8919	 
7.6	 42.5393	 18.2607	 16.9775	 
7.7	 42.9114	 18.6886	 17.0629	 
7.8	 43.2798	 19.1202	 17.1482	 
7.9	 43.6446	 19.5554	 17.2333	 
8	 44.0058	 19.9942	 17.3184	 
8.1	 44.3633	 20.4367	 17.4033	 
8.2	 44.7173	 20.8827	 17.4881	 
8.3	 45.0678	 21.3322	 17.5728	 
8.4	 45.4148	 21.7852	 17.6573	 
8.5	 45.7584	 22.2416	 17.7418	 
8.6	 46.0985	 22.7015	 17.8261	 
8.7	 46.4353	 23.1647	 17.9103	 
8.8	 46.7687	 23.6313	 17.9944	 
8.9	 47.0988	 24.1012	 18.0784	 
9	 47.4256	 24.5744	 18.1622	 
9.1	 47.7492	 25.0508	 18.246	 
9.2	 48.0696	 25.5304	 18.3296	 
9.3	 48.3868	 26.0132	 18.4132	 
9.4	 48.7008	 26.4992	 18.4966	 
9.5	 49.0117	 26.9883	 18.5799	 
9.6	 49.3196	 27.4804	 18.6632	 
9.7	 49.6243	 27.9757	 18.7463	 
9.8	 49.9261	 28.4739	 18.8293	 
9.9	 50.2248	 28.9752	 18.9122	 
10	 50.5206	 29.4794	 18.995	 
10.1	 50.8134	 29.9866	 19.0777	 
10.2	 51.1034	 30.4966	 19.1603	 
10.3	 51.3904	 31.0096	 19.2429	 
10.4	 51.6746	 31.5254	 19.3253	 
10.5	 51.956	 32.044	 19.4076	 
10.6	 52.2346	 32.5654	 19.4898	 
10.7	 52.5104	 33.0896	 19.5719	 
10.8	 52.7835	 33.6165	 19.654	 
10.9	 53.0538	 34.1462	 19.7359	 
11	 53.3215	 34.6785	 19.8178	 
11.1	 53.5865	 35.2135	 19.8995	 
11.2	 53.8489	 35.7511	 19.9812	 
11.3	 54.1087	 36.2913	 20.0628	 
11.4	 54.3659	 36.8341	 20.1443	 
11.5	 54.6205	 37.3795	 20.2257	 
