0	 0	 
0.02	 8.89356e-05	 
0.04	 0.000543543	 
0.06	 0.00242008	 
0.08	 0.00894876	 
0.1	 0.0281237	 
0.12	 0.0755424	 
0.14	 0.174377	 
0.16	 0.348852	 
0.18	 0.611546	 
0.2	 0.951089	 
0.22	 1.32858	 
0.24	 1.6859	 
0.26	 1.96213	 
0.28	 2.11082	 
0.3	 2.11184	 
0.32	 1.97444	 
0.34	 1.73162	 
0.36	 1.42908	 
0.38	 1.11293	 
0.4	 0.820091	 
0.42	 0.573379	 
0.44	 0.381454	 
0.46	 0.242165	 
0.48	 0.147117	 
0.5	 0.0857497	 
0.52	 0.0480686	 
0.54	 0.0259709	 
0.56	 0.0135504	 
0.58	 0.00683937	 
0.6	 0.00334474	 
0.62	 0.00158715	 
0.64	 0.000731744	 
0.66	 0.000328182	 
0.68	 0.000143344	 
0.7	 6.10396e-05	 
0.72	 2.53653e-05	 
0.74	 1.0296e-05	 
0.76	 4.08574e-06	 
0.78	 1.58636e-06	 
0.8	 6.03114e-07	 
0.82	 2.24685e-07	 
0.84	 8.20776e-08	 
0.86	 2.94193e-08	 
0.88	 1.03529e-08	 
0.9	 3.57907e-09	 
0.92	 1.21616e-09	 
0.94	 4.06404e-10	 
0.96	 1.33661e-10	 
0.98	 4.43376e-11	 
1	 4.43376e-11	 
