0	 1	 0	 0	 
0.05	 0.952381	 9.52362e-07	 0.0476181	 
0.1	 0.907029	 9.0703e-07	 0.0929696	 
0.15	 0.863838	 8.63838e-07	 0.136162	 
0.2	 0.822702	 8.22703e-07	 0.177297	 
0.25	 0.783526	 7.83527e-07	 0.216473	 
0.3	 0.746215	 7.46216e-07	 0.253784	 
0.35	 0.710681	 7.10682e-07	 0.289318	 
0.4	 0.676839	 6.7684e-07	 0.32316	 
0.45	 0.644609	 6.4461e-07	 0.35539	 
0.5	 0.613913	 6.13914e-07	 0.386086	 
0.55	 0.584679	 5.8468e-07	 0.41532	 
0.6	 0.556837	 5.56838e-07	 0.443162	 
0.65	 0.530321	 5.30322e-07	 0.469678	 
0.7	 0.505068	 5.05068e-07	 0.494932	 
0.75	 0.481017	 4.81018e-07	 0.518982	 
0.8	 0.458112	 4.58112e-07	 0.541888	 
0.85	 0.436297	 4.36297e-07	 0.563703	 
0.9	 0.415521	 4.15521e-07	 0.584479	 
0.95	 0.395734	 3.95734e-07	 0.604266	 
1	 0.376889	 3.7689e-07	 0.62311	 
1.05	 0.358942	 3.58943e-07	 0.641057	 
1.1	 0.34185	 3.4185e-07	 0.65815	 
1.15	 0.325571	 3.25572e-07	 0.674428	 
1.2	 0.310068	 3.10068e-07	 0.689932	 
1.25	 0.295303	 2.95303e-07	 0.704697	 
1.3	 0.281241	 2.81241e-07	 0.718759	 
1.35	 0.267848	 2.67849e-07	 0.732151	 
1.4	 0.255094	 2.55094e-07	 0.744906	 
1.45	 0.242946	 2.42947e-07	 0.757053	 
1.5	 0.231377	 2.31378e-07	 0.768622	 
1.55	 0.220359	 2.2036e-07	 0.77964	 
1.6	 0.209866	 2.09866e-07	 0.790134	 
1.65	 0.199873	 1.99873e-07	 0.800127	 
1.7	 0.190355	 1.90355e-07	 0.809645	 
1.75	 0.18129	 1.8129e-07	 0.81871	 
1.8	 0.172657	 1.72658e-07	 0.827342	 
1.85	 0.164436	 1.64436e-07	 0.835564	 
1.9	 0.156605	 1.56606e-07	 0.843394	 
1.95	 0.149148	 1.49148e-07	 0.850852	 
2	 0.142046	 1.42046e-07	 0.857954	 
2.05	 0.135282	 1.35282e-07	 0.864718	 
2.1	 0.12884	 1.2884e-07	 0.87116	 
2.15	 0.122704	 1.22705e-07	 0.877295	 
2.2	 0.116861	 1.16861e-07	 0.883139	 
2.25	 0.111297	 1.11297e-07	 0.888703	 
2.3	 0.105997	 1.05997e-07	 0.894003	 
2.35	 0.100949	 1.00949e-07	 0.899051	 
2.4	 0.0961421	 9.61422e-08	 0.903858	 
2.45	 0.0915639	 9.1564e-08	 0.908436	 
2.5	 0.0872037	 8.72038e-08	 0.912796	 
2.55	 0.0830512	 8.30513e-08	 0.916949	 
2.6	 0.0790964	 7.90964e-08	 0.920904	 
2.65	 0.0753299	 7.53299e-08	 0.92467	 
2.7	 0.0717427	 7.17428e-08	 0.928257	 
2.75	 0.0683264	 6.83265e-08	 0.931674	 
2.8	 0.0650728	 6.50728e-08	 0.934927	 
2.85	 0.0619741	 6.19741e-08	 0.938026	 
2.9	 0.0590229	 5.9023e-08	 0.940977	 
2.95	 0.0562123	 5.62124e-08	 0.943788	 
3	 0.0535355	 5.35356e-08	 0.946464	 
3.05	 0.0509862	 5.09863e-08	 0.949014	 
3.1	 0.0485583	 4.85583e-08	 0.951442	 
3.15	 0.046246	 4.6246e-08	 0.953754	 
3.2	 0.0440438	 4.40439e-08	 0.955956	 
3.25	 0.0419465	 4.19465e-08	 0.958053	 
3.3	 0.039949	 3.99491e-08	 0.960051	 
3.35	 0.0380467	 3.80467e-08	 0.961953	 
3.4	 0.0362349	 3.6235e-08	 0.963765	 
3.45	 0.0345095	 3.45095e-08	 0.96549	 
3.5	 0.0328662	 3.28662e-08	 0.967134	 
3.55	 0.0313011	 3.13011e-08	 0.968699	 
3.6	 0.0298106	 2.98106e-08	 0.970189	 
3.65	 0.028391	 2.83911e-08	 0.971609	 
3.7	 0.0270391	 2.70391e-08	 0.972961	 
3.75	 0.0257515	 2.57515e-08	 0.974248	 
3.8	 0.0245252	 2.45253e-08	 0.975475	 
3.85	 0.0233574	 2.33574e-08	 0.976643	 
3.9	 0.0222451	 2.22451e-08	 0.977755	 
3.95	 0.0211858	 2.11858e-08	 0.978814	 
4	 0.020177	 2.0177e-08	 0.979823	 
4.05	 0.0192162	 1.92162e-08	 0.980784	 
4.1	 0.0183011	 1.83011e-08	 0.981699	 
4.15	 0.0174296	 1.74296e-08	 0.98257	 
4.2	 0.0165996	 1.65997e-08	 0.9834	 
4.25	 0.0158092	 1.58092e-08	 0.984191	 
4.3	 0.0150564	 1.50564e-08	 0.984944	 
4.35	 0.0143394	 1.43394e-08	 0.985661	 
4.4	 0.0136566	 1.36566e-08	 0.986343	 
4.45	 0.0130063	 1.30063e-08	 0.986994	 
